S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm)
3828,9.0,0.14,0.22,31.0,310.0,0.26,2.98,0.36,3.76
3829,9.1,0.16,0.24,28.0,254.0,0.38,3.18,0.48,3.1
3830,9.0,0.13,0.28,31.0,296.0,0.36,2.94,0.42,2.78
3831,8.9,0.11,0.22,33.0,254.0,0.44,3.2,0.36,3.2
3832,9.1,0.1,0.2,28.0,353.0,0.28,3.18,0.28,3.14
3833,9.0,0.1,0.18,26.0,367.0,0.46,2.96,0.36,2.74
3834,9.1,0.07,0.18,20.0,409.0,0.32,3.12,0.42,3.26
3835,8.9,0.12,0.16,18.0,437.0,0.44,3.4,0.4,3.78
3836,9.2,0.12,0.16,28.0,296.0,0.28,3.28,0.38,4.26
3837,9.1,0.14,0.12,38.0,282.0,0.22,2.84,0.46,4.1
3838,9.0,0.13,0.14,28.0,254.0,0.38,2.7,0.4,3.6
3839,8.9,0.12,0.16,26.0,353.0,0.42,3.28,0.32,2.78
3840,9.0,0.11,0.18,23.0,254.0,0.36,3.64,0.38,3.18
3841,9.0,0.12,0.16,20.0,240.0,0.4,3.2,0.44,2.98
3842,8.9,0.31,0.17,31.0,240.0,0.28,3.28,0.32,2.78
3843,9.6,0.3,0.23,33.0,268.0,0.42,3.64,0.38,3.18
3844,8.6,0.31,0.16,28.0,310.0,0.48,3.2,0.44,2.98
3845,9.0,0.33,0.2,26.0,254.0,0.38,3.6,0.36,2.78
3846,8.1,0.48,0.18,23.0,226.0,0.42,3.12,0.42,3.26
3847,8.2,0.47,0.27,20.0,282.0,0.38,3.4,0.4,3.78
3848,8.7,0.45,0.21,18.0,339.0,0.26,3.28,0.38,4.26
3849,9.1,0.06,0.18,15.0,198.0,0.2,1.48,0.4,3.86
3850,9.2,0.1,0.18,18.0,226.0,0.18,1.56,0.36,3.8
3851,9.1,0.08,0.14,23.0,268.0,0.22,1.44,0.38,3.42
3852,9.0,0.07,0.16,26.0,310.0,0.18,1.44,0.42,3.46
3853,9.0,0.06,0.16,28.0,339.0,0.22,1.76,0.42,3.82
3854,9.0,0.08,0.18,33.0,367.0,0.2,1.82,0.44,4.1
3855,9.3,0.1,0.16,36.0,381.0,0.2,1.86,0.4,4.16
3856,9.6,0.13,0.18,38.0,268.0,0.18,1.62,0.38,4.12
3857,9.2,0.09,0.16,41.0,296.0,0.2,1.64,0.36,4.16
3858,8.9,0.14,0.14,28.0,310.0,0.22,1.64,0.38,4.16
3859,8.8,0.17,0.16,26.0,325.0,0.18,1.84,0.4,4.12
3860,8.9,0.16,0.14,28.0,339.0,0.18,1.82,0.36,3.48
3861,9.0,0.09,0.16,33.0,353.0,0.22,1.82,0.38,3.62
3862,9.7,0.08,0.14,36.0,254.0,0.2,1.6,0.42,3.82
3863,9.6,0.04,0.16,38.0,296.0,0.18,1.62,0.4,3.46
3864,8.8,0.06,0.16,41.0,310.0,0.18,1.62,0.42,3.86
3865,8.3,0.09,0.18,44.0,367.0,0.18,1.68,0.38,3.88
3866,8.2,0.08,0.14,15.0,381.0,0.2,1.46,0.36,3.42
3867,8.1,0.11,0.18,18.0,282.0,0.22,1.62,0.38,3.86
3868,8.9,0.14,0.14,20.0,354.0,0.2,1.62,0.4,3.42
3869,8.8,0.17,0.16,26.0,212.0,0.22,1.84,0.42,3.46
3870,8.7,0.16,0.16,23.0,268.0,0.18,1.46,0.42,3.48
3871,8.4,0.14,0.18,28.0,296.0,0.16,1.64,0.42,3.42
3872,8.6,0.13,0.16,23.0,240.0,0.16,1.64,0.38,3.46
3873,8.8,0.14,0.14,26.0,339.0,0.18,1.8,0.36,3.64
3874,8.9,0.06,0.12,31.0,353.0,0.2,1.68,0.4,3.82
3875,8.8,0.07,0.12,31.0,367.0,0.22,1.42,0.4,3.86
3876,8.1,0.07,0.16,27.0,298.0,0.26,2.1,0.34,3.62
3877,8.5,0.09,0.18,35.0,302.0,0.24,2.16,0.38,3.64
3878,8.7,0.06,0.16,44.0,314.0,0.28,2.18,0.4,3.64
3879,8.0,0.06,0.18,41.0,298.0,0.22,2.12,0.42,3.26
3880,8.7,0.09,0.16,39.0,309.0,0.2,2.1,0.42,3.2
3881,8.7,0.06,18.0,35.0,309.0,0.22,2.38,0.28,3.14
3882,8.8,0.09,0.18,37.0,378.0,0.32,2.98,0.36,2.96
3883,8.6,0.1,0.2,29.0,283.0,0.44,2.14,0.44,2.72
3884,8.5,0.06,0.22,38.0,278.0,0.28,3.18,0.3,2.8
3885,8.6,0.06,0.24,45.0,261.0,0.3,2.8,0.22,3.26
3886,8.6,0.09,0.24,42.0,309.0,0.24,3.14,0.24,2.3
3887,8.8,0.09,0.26,39.0,284.0,0.28,2.78,0.22,3.14
3888,8.6,0.06,0.22,32.0,311.0,0.22,2.38,0.28,2.76
3889,8.9,0.09,0.2,38.0,298.0,0.26,2.8,0.32,3.32
3890,8.7,0.06,0.16,32.0,301.0,0.32,2.96,0.36,2.46
3891,8.8,0.07,0.18,38.0,327.0,0.36,3.22,0.36,3.2
3892,8.8,0.1,0.18,36.0,319.0,0.4,3.28,0.42,2.36
3893,8.9,0.06,0.16,43.0,287.0,0.28,2.34,0.3,2.28
3894,8.9,0.06,0.22,49.0,270.0,0.3,2.42,0.44,2.24
3895,8.7,0.11,0.24,52.0,312.0,0.28,2.38,0.38,2.48
3896,9.0,0.14,0.26,31.0,309.0,0.34,3.4,0.26,2.26
3897,8.9,0.09,0.24,28.0,287.0,0.38,2.42,0.32,2.14
3898,8.9,0.06,0.24,35.0,318.0,0.42,3.26,0.28,2.44
3899,8.8,0.07,0.22,27.0,298.0,0.32,2.24,0.3,2.78
3900,8.6,0.09,0.24,31.0,301.0,0.4,3.36,0.24,2.68
3901,8.6,0.08,0.22,28.0,281.0,0.28,2.42,0.28,2.96
3902,8.8,0.06,0.22,41.0,322.0,0.26,2.12,0.38,3.42
3903,9.0,0.07,0.22,36.0,330.0,0.24,2.2,0.38,3.46
3904,8.8,0.06,0.24,42.0,301.0,0.28,2.18,0.36,3.64
3905,8.9,0.09,0.22,38.0,272.0,0.22,2.12,0.38,3.28
3906,8.9,0.07,0.2,46.0,349.0,0.26,2.12,0.38,3.28
3907,8.7,0.08,0.18,51.0,395.0,0.28,2.16,0.4,3.46
3908,8.8,0.09,0.16,57.0,287.0,0.22,2.2,0.4,3.82
3909,8.7,0.09,0.16,36.0,319.0,0.26,2.12,0.38,3.88
3910,8.9,0.1,0.18,37.0,312.0,0.2,2.16,0.38,3.2
3911,8.8,0.1,0.16,25.0,298.0,0.26,2.16,0.32,3.28
3912,8.9,0.06,0.18,32.0,243.0,0.24,2.1,0.34,3.26
3913,9.0,0.07,0.16,39.0,264.0,0.24,2.2,0.32,3.42
3914,9.1,0.08,0.16,42.0,301.0,0.28,2.12,0.34,3.28
3915,8.8,0.09,0.14,49.0,287.0,0.26,2.12,0.36,3.2
3916,8.0,0.1,0.22,54.0,309.0,0.22,2.1,0.32,3.26
3917,8.9,0.13,0.18,51.0,269.0,0.28,2.08,0.38,3.26
3918,8.8,0.14,0.18,36.0,312.0,0.24,2.2,0.36,3.28
3919,8.6,0.07,0.16,21.0,289.0,0.26,2.16,0.36,3.42
3920,8.7,0.08,0.16,29.0,264.0,0.22,2.12,0.32,3.26
3921,8.8,0.09,0.18,25.0,311.0,0.24,2.16,0.34,3.28
3922,8.4,0.08,0.16,37.0,287.0,0.3,2.14,0.38,3.24
3923,8.8,0.07,0.16,38.0,301.0,0.26,2.1,0.32,3.2
3924,8.9,0.06,0.2,44.0,287.0,0.24,2.12,0.36,3.62
3925,8.9,0.07,0.18,36.0,306.0,0.26,2.1,0.38,3.2
3926,8.9,0.08,0.16,28.0,319.0,0.22,2.16,0.36,3.28
3927,8.9,0.09,0.18,31.0,274.0,0.2,2.12,0.36,3.46
3928,8.8,0.08,0.16,27.0,298.0,0.26,2.1,0.34,3.62
3929,8.6,0.09,0.18,35.0,302.0,0.24,2.16,0.38,3.64
3930,8.4,0.08,0.16,44.0,314.0,0.28,2.18,0.4,3.64
3931,8.8,0.06,0.18,41.0,298.0,0.22,2.12,0.42,3.26
3932,7.6,0.11,0.19,28.0,353.0,0.38,3.92,0.26,4.32
3933,7.8,0.12,0.26,51.0,367.0,0.42,3.8,0.44,2.88
3934,8.1,0.1,0.21,36.0,381.0,0.3,3.4,0.38,4.32
3935,8.3,0.11,0.19,41.0,353.0,0.26,3.8,0.3,4.8
3936,8.2,0.14,0.31,28.0,367.0,0.3,2.98,0.48,3.78
3937,8.2,0.13,0.23,23.0,353.0,0.24,3.26,0.4,4.2
3938,8.4,0.13,0.21,26.0,339.0,0.38,3.8,0.32,3.8
3939,8.3,0.1,0.19,23.0,296.0,0.3,3.64,0.28,3.42
3940,8.4,0.09,0.24,18.0,423.0,0.28,2.78,0.36,4.8
3941,8.5,0.09,0.21,28.0,367.0,0.36,3.28,0.42,4.12
3942,8.5,0.1,0.19,23.0,339.0,0.4,3.4,0.3,3.82
3943,8.6,0.11,0.26,28.0,367.0,0.34,2.94,0.42,4.28
3944,8.5,0.1,0.21,23.0,423.0,0.42,3.28,0.38,4.1
3945,8.6,0.13,0.11,26.0,395.0,0.38,3.9,0.44,3.8
3946,8.3,0.13,0.14,20.0,268.0,20.0,3.42,0.36,4.72
3947,8.5,0.14,0.21,20.0,325.0,0.28,2.4,0.42,3.8
3948,8.6,0.08,0.23,26.0,353.0,0.32,3.28,0.28,2.78
3949,8.4,0.09,0.21,23.0,296.0,0.36,2.94,0.42,2.78
3950,8.5,0.08,0.19,26.0,254.0,0.44,3.2,0.36,3.2
3951,8.6,0.09,0.26,20.0,353.0,0.28,3.18,0.28,3.14
3952,8.5,0.09,0.21,23.0,367.0,0.46,2.96,0.36,2.74
3953,8.8,0.14,0.15,28.0,282.0,0.48,4.1,0.26,2.9
3954,8.5,0.1,0.11,26.0,240.0,0.36,2.84,0.54,4.78
3955,8.6,0.09,0.18,20.0,240.0,0.36,3.8,0.4,3.7
3956,8.7,0.07,0.26,18.0,409.0,0.48,2.44,0.32,4.82
3957,8.6,0.08,0.21,15.0,437.0,0.4,3.26,0.28,4.1
3958,8.7,0.11,0.15,18.0,198.0,0.36,3.78,0.36,3.82
3959,8.6,0.13,0.18,23.0,254.0,0.24,2.84,0.48,4.6
3960,8.4,0.14,0.17,18.0,268.0,0.38,3.5,0.4,2.88
3961,8.6,0.16,0.21,26.0,282.0,0.4,4.1,0.36,3.28
3962,8.7,0.09,0.18,31.0,437.0,0.44,2.78,0.34,2.9
3963,8.6,0.1,0.21,20.0,325.0,0.28,4.26,0.38,3.26
3964,8.5,0.08,0.15,36.0,395.0,0.36,3.2,0.26,4.78
3965,8.5,0.1,0.21,20.0,212.0,0.4,3.78,0.38,3.9
3966,8.5,0.14,0.16,26.0,367.0,0.28,2.46,0.42,2.46
3967,8.4,0.15,0.19,31.0,296.0,0.28,3.78,0.28,4.32
3968,8.5,0.11,0.21,28.0,353.0,0.32,2.94,0.4,4.8
3969,8.4,0.12,0.17,36.0,409.0,0.26,3.5,0.36,2.74
3970,8.4,0.13,0.14,15.0,226.0,0.38,3.84,0.28,3.26
3971,8.7,0.18,0.21,18.0,437.0,0.42,3.24,0.36,5.4
3972,8.8,0.09,0.13,23.0,367.0,0.24,3.98,0.4,2.9
3973,7.9,0.1,0.2,20.0,310.0,0.34,2.86,0.42,4.68
3974,8.2,0.08,0.19,49.0,339.0,0.32,3.14,0.4,5.04
3975,8.3,0.14,0.18,59.0,296.0,0.36,3.36,0.42,4.76
3976,8.4,0.08,0.22,18.0,325.0,0.34,2.94,0.48,4.64
3977,8.7,0.13,0.27,31.0,339.0,0.38,3.14,0.42,5.06
3978,8.6,0.13,0.21,72.0,353.0,0.36,3.2,0.48,3.94
3979,8.4,0.14,0.18,18.0,367.0,0.34,2.86,0.42,3.98
3980,8.5,0.09,0.19,28.0,381.0,0.32,3.04,0.46,4.06
3981,8.6,0.1,0.14,72.0,325.0,0.36,3.36,0.42,3.98
3982,8.4,0.13,0.21,31.0,254.0,0.32,2.7,0.32,2.88
3983,8.3,0.14,0.26,33.0,310.0,0.24,3.28,0.28,4.12
3984,8.5,0.15,0.28,38.0,240.0,0.3,3.1,0.36,4.18
3985,8.6,0.17,0.15,28.0,282.0,0.3,3.6,0.28,3.48
3986,8.4,0.11,0.28,41.0,310.0,0.24,2.78,0.32,4.1
3987,8.5,0.14,0.19,31.0,254.0,0.36,3.24,0.28,2.72
3988,7.6,0.11,0.19,28.0,353.0,0.38,3.92,0.26,4.32
3989,7.8,0.12,0.26,51.0,367.0,0.42,3.8,0.44,2.88
3990,8.1,0.1,0.21,36.0,381.0,0.3,3.4,0.38,4.32
3991,8.3,0.11,0.19,41.0,353.0,0.26,3.8,0.3,4.8
3992,8.2,0.14,0.31,28.0,367.0,0.3,2.98,0.48,3.78
3993,8.2,0.13,0.23,23.0,353.0,0.24,3.26,0.4,4.2
3994,8.4,0.13,0.21,26.0,339.0,0.38,3.8,0.32,3.8
3995,8.3,0.1,0.19,23.0,296.0,0.3,3.64,0.28,3.42
3996,8.4,0.09,0.24,18.0,423.0,0.28,2.78,0.36,4.8
3997,8.5,0.09,0.21,28.0,367.0,0.36,3.28,0.42,4.12
3998,8.5,0.1,0.19,23.0,339.0,0.4,3.4,0.3,3.82
3999,8.6,0.11,0.26,28.0,367.0,0.34,2.94,0.42,4.28
4000,8.5,0.1,0.21,23.0,423.0,0.42,3.28,0.38,4.1
4001,8.6,0.13,0.11,26.0,395.0,0.38,3.9,0.44,3.8
4002,8.3,0.13,0.14,20.0,268.0,20.0,3.42,0.36,4.72
4003,8.5,0.14,0.21,20.0,325.0,0.28,2.4,0.42,3.8
4004,8.6,0.08,0.23,26.0,353.0,0.32,3.28,0.28,2.78
4005,8.4,0.09,0.21,23.0,296.0,0.36,2.94,0.42,2.78
4006,8.5,0.08,0.19,26.0,254.0,0.44,3.2,0.36,3.2
4007,8.6,0.09,0.26,20.0,353.0,0.28,3.18,0.28,3.14
4008,8.5,0.09,0.21,23.0,367.0,0.46,2.96,0.36,2.74
4009,8.8,0.14,0.15,28.0,282.0,0.48,4.1,0.26,2.9
4010,8.5,0.1,0.11,26.0,240.0,0.36,2.84,0.54,4.78
4011,8.6,0.09,0.18,20.0,240.0,0.36,3.8,0.4,3.7
4012,8.7,0.07,0.26,18.0,409.0,0.48,2.44,0.32,4.82
4013,8.6,0.08,0.21,15.0,437.0,0.4,3.26,0.28,4.1
4014,8.7,0.11,0.15,18.0,198.0,0.36,3.78,0.36,3.82
4015,8.6,0.13,0.18,23.0,254.0,0.24,2.84,0.48,4.6
4016,8.4,0.14,0.17,18.0,268.0,0.38,3.5,0.4,2.88
4017,8.6,0.16,0.21,26.0,282.0,0.4,4.1,0.36,3.28
4018,8.7,0.09,0.18,31.0,437.0,0.44,2.78,0.34,2.9
4019,8.6,0.1,0.21,20.0,325.0,0.28,4.26,0.38,3.26
4020,8.5,0.08,0.15,36.0,395.0,0.36,3.2,0.26,4.78
4021,8.5,0.1,0.21,20.0,212.0,0.4,3.78,0.38,3.9
4022,8.5,0.14,0.16,26.0,367.0,0.28,2.46,0.42,2.46
4023,8.4,0.15,0.19,31.0,296.0,0.28,3.78,0.28,4.32
4024,8.5,0.11,0.21,28.0,353.0,0.32,2.94,0.4,4.8
4025,8.4,0.12,0.17,36.0,409.0,0.26,3.5,0.36,2.74
4026,8.4,0.13,0.14,15.0,226.0,0.38,3.84,0.28,3.26
4027,8.7,0.18,0.21,18.0,437.0,0.42,3.24,0.36,5.4
4028,8.8,0.09,0.13,23.0,367.0,0.24,3.98,0.4,2.9
4029,7.9,0.1,0.2,20.0,310.0,0.34,2.86,0.42,4.68
4030,8.2,0.08,0.19,49.0,339.0,0.32,3.14,0.4,5.04
4031,8.3,0.14,0.18,59.0,296.0,0.36,3.36,0.42,4.76
4032,8.4,0.08,0.22,18.0,325.0,0.34,2.94,0.48,4.64
4033,8.7,0.13,0.27,31.0,339.0,0.38,3.14,0.42,5.06
4034,8.6,0.13,0.21,72.0,353.0,0.36,3.2,0.48,3.94
4035,8.4,0.14,0.18,18.0,367.0,0.34,2.86,0.42,3.98
4036,8.5,0.09,0.19,28.0,381.0,0.32,3.04,0.46,4.06
4037,8.6,0.1,0.14,72.0,325.0,0.36,3.36,0.42,3.98
4038,8.4,0.13,0.21,31.0,254.0,0.32,2.7,0.32,2.88
4039,8.3,0.14,0.26,33.0,310.0,0.24,3.28,0.28,4.12
4040,8.5,0.15,0.28,38.0,240.0,0.3,3.1,0.36,4.18
4041,8.6,0.17,0.15,28.0,282.0,0.3,3.6,0.28,3.48
4042,8.4,0.11,0.28,41.0,310.0,0.24,2.78,0.32,4.1
4043,8.5,0.14,0.19,31.0,254.0,0.36,3.24,0.28,2.72
4044,8.2,0.29,0.27,49.0,310.0,0.32,3.24,0.32,3.28
4045,8.0,0.35,0.21,51.0,353.0,0.28,3.78,0.26,3.4
4046,8.4,0.18,0.27,49.0,310.0,0.32,3.24,0.32,3.28
4047,8.1,0.33,0.21,51.0,353.0,0.28,3.78,0.26,3.4
4048,8.0,0.4,0.29,54.0,367.0,0.32,3.4,0.32,2.8
4049,8.1,0.67,0.12,46.0,353.0,0.42,3.42,0.423,3.78
4050,8.3,0.33,0.19,44.0,310.0,0.28,3.78,0.36,4.2
4051,8.5,0.18,0.23,41.0,282.0,0.26,2.92,0.4,4.1
4052,8.2,0.28,0.2,38.0,254.0,0.32,3.2,0.26,3.78
4053,8.3,0.3,0.18,36.0,296.0,0.44,3.42,0.26,3.9
4054,8.2,0.3,0.29,33.0,381.0,0.4,3.8,0.32,3.42
4055,8.2,0.31,0.32,31.0,367.0,0.28,2.98,0.28,3.64
4056,8.3,0.33,0.26,28.0,268.0,0.32,3.42,0.3,4.32
4057,8.1,0.4,0.31,26.0,296.0,0.24,3.1,0.42,4.82
4058,8.0,0.42,0.26,20.0,310.0,0.32,2.92,0.28,3.4
4059,8.3,0.56,0.22,18.0,268.0,0.26,2.42,0.32,4.26
4060,8.4,0.28,0.35,15.0,381.0,0.38,3.28,0.26,4.78
4061,8.1,0.31,0.16,18.0,367.0,0.42,4.2,0.32,4.1
4062,8.1,0.61,0.19,20.0,254.0,0.28,3.78,0.28,2.88
4063,8.2,0.71,0.27,49.0,212.0,0.32,3.24,0.32,3.28
4064,8.1,0.67,0.21,51.0,240.0,0.28,3.78,0.26,3.4
4065,7.9,0.59,0.32,54.0,353.0,0.32,3.4,0.32,2.8
4066,8.1,0.35,0.25,46.0,339.0,0.42,3.42,0.423,3.78
4067,7.8,0.39,0.2,44.0,381.0,0.28,3.78,0.36,4.2
4068,8.1,0.53,0.17,41.0,367.0,0.26,2.92,0.4,4.1
4069,8.1,0.48,0.26,38.0,296.0,0.32,3.2,0.26,3.78
4070,8.2,0.42,0.39,36.0,240.0,0.44,3.42,0.26,3.9
4071,8.1,0.4,0.31,33.0,296.0,0.4,3.8,0.32,3.42
4072,7.8,0.6,0.26,31.0,254.0,0.28,2.98,0.28,3.64
4073,8.1,0.55,0.21,28.0,310.0,0.32,3.42,0.3,4.32
4074,8.0,0.49,0.29,26.0,339.0,0.24,3.1,0.42,4.82
4075,8.1,0.43,0.32,20.0,353.0,0.32,2.92,0.28,3.4
4076,8.0,0.47,0.22,18.0,367.0,0.26,2.42,0.32,4.26
4077,7.9,0.6,0.18,15.0,381.0,0.38,3.28,0.26,4.78
4078,8.0,0.42,0.27,18.0,395.0,0.42,4.2,0.32,4.1
4079,8.6,0.15,0.32,20.0,240.0,0.28,3.78,0.28,2.88
4080,8.5,0.16,0.25,23.0,254.0,0.24,4.26,0.42,2.54
4081,8.37,0.1,0.16,26.0,282.0,0.26,2.98,0.36,3.26
4082,8.6,0.12,0.19,38.0,310.0,0.32,3.26,0.4,3.8
4083,8.6,0.1,0.23,26.0,296.0,0.28,3.78,0.28,2.82
4084,8.4,0.11,0.21,31.0,381.0,0.32,3.42,0.26,3.2
4085,8.3,0.14,0.18,33.0,353.0,0.28,3.78,0.42,4.48
4086,8.4,0.12,0.25,26.0,226.0,0.26,2.98,0.36,3.26
4087,8.1,0.12,0.21,38.0,381.0,0.32,3.26,0.4,3.8
4088,8.4,0.1,0.3,26.0,353.0,0.28,3.78,0.28,2.82
4089,8.4,0.11,0.29,31.0,226.0,0.32,3.42,0.26,3.2
4090,8.1,0.15,0.21,33.0,226.0,0.28,3.78,0.42,4.48
4091,8.0,0.1,0.27,49.0,310.0,0.32,3.24,0.32,3.28
4092,8.9,0.13,0.21,51.0,353.0,0.28,3.78,0.26,3.4
4093,8.7,0.15,0.29,54.0,282.0,0.32,3.4,0.32,2.8
4094,8.7,0.12,0.12,46.0,325.0,0.42,3.42,0.423,3.78
4095,8.6,0.14,0.19,44.0,353.0,0.28,3.78,0.36,4.2
4096,8.7,0.1,0.23,41.0,296.0,0.26,2.92,0.4,4.1
4097,8.6,0.13,0.2,38.0,367.0,0.32,3.2,0.26,3.78
4098,8.5,0.13,0.18,36.0,381.0,0.44,3.42,0.26,3.9
4099,8.5,0.12,0.29,33.0,254.0,0.4,3.8,0.32,3.42
4100,8.6,0.15,0.32,31.0,296.0,0.28,2.98,0.28,3.64
4101,8.4,0.15,0.26,28.0,353.0,0.32,3.42,0.3,4.32
4102,8.7,0.12,0.22,26.0,381.0,0.24,3.1,0.42,4.82
4103,8.6,0.1,0.35,20.0,409.0,0.32,2.92,0.28,3.4
4104,8.6,0.16,0.16,18.0,367.0,0.26,2.42,0.32,4.26
4105,8.7,0.11,0.19,15.0,296.0,0.38,3.28,0.26,4.78
4106,8.5,0.16,0.27,18.0,282.0,0.42,4.2,0.32,4.1
4107,8.5,0.14,0.21,20.0,254.0,0.28,3.78,0.28,2.88
4108,8.3,0.24,0.32,23.0,353.0,0.24,4.26,0.42,2.54
4109,8.3,0.3,0.25,26.0,339.0,0.26,2.98,0.36,3.26
4110,8.2,0.31,0.2,38.0,296.0,0.32,3.26,0.4,3.8
4111,7.8,0.56,0.17,26.0,240.0,0.28,3.78,0.28,2.82
4112,7.8,0.5,0.26,31.0,268.0,0.32,3.42,0.26,3.2
4113,8.1,0.49,0.39,33.0,296.0,0.28,3.78,0.42,4.48
4114,8.0,0.56,0.31,26.0,240.0,0.28,3.78,0.28,2.82
4115,8.1,0.5,0.26,31.0,268.0,0.32,3.42,0.26,3.2
4116,8.1,0.71,0.21,33.0,296.0,0.28,3.78,0.42,4.48
4117,7.9,0.54,0.29,20.0,367.0,0.42,2.42,0.26,3.8
4118,8.1,0.51,0.32,26.0,296.0,0.28,2.92,0.28,4.1
4119,8.2,0.3,0.11,46.0,310.0,0.36,3.1,0.46,2.86
4120,8.3,0.32,0.14,41.0,395.0,0.38,2.9,0.54,3.14
4121,8.3,0.3,0.3,29.0,310.0,0.44,2.42,0.38,3.78
4122,8.3,0.3,0.19,27.0,296.0,0.28,3.42,0.22,3.6
4123,8.1,0.32,0.15,45.0,282.0,0.32,3.1,0.36,4.26
4124,8.3,0.35,0.18,42.0,409.0,0.26,3.48,0.3,4.7
4125,8.2,0.56,0.11,23.0,452.0,0.4,2.88,0.24,2.98
4126,8.5,0.27,0.13,28.0,381.0,0.74,3.2,0.28,3.5
4127,8.7,0.27,0.19,23.0,480.0,0.38,3.94,0.44,4.14
4128,8.1,0.31,0.22,26.0,395.0,0.72,2.24,0.4,4.9
4129,8.4,0.42,0.18,39.0,240.0,0.38,2.8,0.54,3.28
4130,8.2,0.58,0.13,43.0,381.0,0.46,3.18,0.36,4.5
4131,8.1,0.41,0.19,28.0,339.0,0.44,3.58,0.28,4.7
4132,8.4,0.36,0.1,48.0,282.0,0.36,3.9,0.44,2.98
4133,8.6,0.33,0.22,39.0,240.0,0.3,2.98,0.4,3.26
4134,8.4,0.51,0.18,28.0,212.0,0.28,2.8,0.28,4.18
4135,8.3,0.47,0.14,38.0,240.0,0.22,3.24,0.44,2.9
4136,8.5,0.45,0.11,26.0,268.0,0.42,3.78,0.4,3.36
4137,8.2,0.56,0.16,31.0,254.0,0.3,3.5,0.36,4.78
4138,8.6,0.53,0.21,28.0,339.0,0.42,3.1,0.28,2.78
4139,8.7,0.53,0.14,26.0,317.0,0.44,2.9,0.28,4.12
4140,8.4,0.39,0.13,23.0,367.0,0.26,3.8,0.32,4.78
4141,8.4,0.57,0.19,26.0,240.0,0.32,2.42,0.28,3.8
4142,8.1,0.38,0.18,20.0,296.0,0.28,2.92,0.32,3.54
4143,8.0,0.52,0.28,23.0,353.0,0.38,3.18,0.24,2.98
4144,8.2,0.7,0.11,28.0,321.0,0.28,3.24,0.36,3.56
4145,8.3,0.58,0.18,26.0,367.0,0.26,3.1,0.22,4.7
4146,8.3,0.37,0.24,20.0,313.0,0.36,2.9,0.38,2.88
4147,8.5,0.25,0.21,18.0,310.0,0.34,3.18,0.48,3.8
4148,8.6,0.29,0.18,325.0,254.0,0.38,3.9,0.4,2.94
4149,8.3,0.29,0.19,41.0,269.0,0.22,3.1,0.42,4.4
4150,8.3,0.24,0.33,15.0,325.0,0.3,2.42,0.36,4.7
4151,8.4,0.54,0.17,18.0,296.0,0.26,1.46,0.22,5.26
4152,8.1,0.41,0.18,15.0,423.0,0.32,3.4,0.44,4.18
4153,8.2,0.36,0.19,36.0,296.0,0.28,2.5,0.32,3.8
4154,8.8,0.36,0.15,15.0,339.0,0.28,3.1,0.26,4.4
4155,8.4,0.32,0.21,23.0,240.0,0.34,1.9,0.38,5.9
4156,8.4,0.31,0.19,20.0,268.0,0.26,2.9,0.42,2.82
4157,8.3,0.4,0.14,28.0,282.0,0.32,2.62,0.32,3.42
4158,8.1,0.27,0.22,10.0,381.0,0.32,3.1,0.28,3.9
4159,8.5,0.28,0.27,20.0,268.0,0.28,3.58,0.38,4.4
4160,8.4,0.34,0.36,18.0,240.0,0.3,3.6,0.54,4.18
4161,8.2,0.32,0.28,23.0,240.0,0.24,3.2,0.28,2.98
4162,8.3,0.31,0.31,3.0,226.0,0.36,2.48,0.52,3.58
4163,8.5,0.3,0.27,28.0,268.0,0.44,2.76,0.36,2.7
4164,8.4,0.31,0.25,10.0,381.0,0.32,2.6,0.44,3.24
4165,8.4,0.28,0.36,20.0,268.0,0.28,2.84,0.4,3.96
4166,8.0,0.32,0.18,18.0,240.0,0.3,3.1,0.36,4.26
4167,8.8,0.33,0.29,23.0,240.0,0.24,2.12,0.46,4.78
4168,8.6,0.32,0.21,3.0,226.0,0.36,2.42,0.28,3.4
4169,8.4,0.34,0.34,28.0,268.0,0.44,3.24,0.46,4.36
4170,8.5,0.7,0.38,20.0,268.0,0.26,2.82,0.36,4.9
4171,8.3,0.64,0.44,20.0,367.0,0.28,2.94,0.42,2.78
4172,8.2,0.51,0.26,13.0,353.0,0.3,2.46,0.24,4.26
4173,8.8,0.6,0.29,23.0,268.0,0.2,2.82,0.32,4.78
4174,8.7,0.71,0.31,20.0,325.0,0.32,3.18,0.28,4.1
4175,8.4,0.42,0.27,18.0,325.0,0.28,2.88,0.36,2.98
4176,8.5,0.55,0.24,23.0,367.0,0.2,2.44,0.46,3.26
4177,8.7,0.32,0.19,15.0,423.0,0.32,2.98,0.4,4.2
4178,8.8,0.46,0.24,36.0,296.0,0.28,3.26,0.4,4.18
4179,8.2,0.17,0.42,26.0,289.0,0.36,3.26,0.26,4.4
4180,8.5,0.15,0.19,41.0,329.0,0.3,3.78,0.3,3.86
4181,8.3,0.16,0.27,64.0,343.0,0.24,3.4,0.24,3.2
4182,8.6,0.11,0.36,56.0,308.0,0.38,2.98,0.44,3.64
